id	question	answer	Type	predicted_label	True-label
3406	Are you a big meat-eater?	Do I look like a carnivorous dinosaur?	sarcastic	Yes	No
3407	Are you a big meat-eater?	I used to be.	contrastive	Yes	No
3408	Are you a big meat-eater?	I only eat vegetables.	ambiguous	No	No
3409	Have you been to the new adventure park?	If someone invited me, I would go.	conditional	Yes	No
3410	Have you been to the new adventure park?	I love standing in line for 2 hours.	sarcastic	Yes	No
3411	Have you been to the new adventure park?	I like normal park.	contrastive	Yes	No
3412	Have you been to the new adventure park?	I have heard of it yersterday.	ambiguous	Yes	No
3413	Can you play the piano?	If I had learned it.	conditional	Yes	No
3414	Can you play the piano?	If you mean the kind of playing that scares away neighbors.	sarcastic	No	No
3415	Can you play the piano?	I can guitar.	contrastive	Yes	No
3416	Can you play the piano?	I want to try it later.	ambiguous	No	No
3417	Want to go to the cinema?	Only if there’s a nap-friendly movie playing.	conditional	No	No
3418	Want to go to the cinema?	I love paying to sit still in the dark with strangers.	sarcastic	No	No
3419	Want to go to the cinema?	I’d prefer streaming at home.	contrastive	No	No
3420	Want to go to the cinema?	Are there anything new?	ambiguous	Yes	No
3421	Do you like Jay Z's music?	If it’s from his earlier albums, yes.	conditional	Yes	No
3422	Do you like Jay Z's music?	Is he very famous or talent?	sarcastic	Yes	No
3423	Do you like Jay Z's music?	I prefer Beyonce's.	contrastive	No	No
3424	Do you like Jay Z's music?	Could you recommond some to me?	ambiguous	Yes	No
3425	Are you a fan of movies?	Only if they’re under 90 minutes and come with snacks.	conditional	Yes	No
3426	Are you a fan of movies?	Unless I’m the one on the big screen.	sarcastic	Yes	No
3427	Are you a fan of movies?	I would rather go dancing.	contrastive	No	No
3428	Are you a fan of movies?	I’m a big fan of TV series.	ambiguous	Yes	No
3429	Have you had Korean food?	If it was made by a Chinese chef.	conditional	Yes	No
3430	Have you had Korean food?	What’s so special about Korean food — just rice and kimchi?	sarcastic	Yes	No
3431	Have you had Korean food?	I’m only into Chinese food.	contrastive	No	No
3432	Have you had Korean food?	I heard that it is just rice and kimchi.	ambiguous	Yes	No
3433	Have you ever been to a Taylor Swift's concert?	If I could get tickets, I would’ve.	conditional	Yes	No
3434	Have you ever been to a Taylor Swift's concert?	How am I supposed to beat thousands of people trying to get tickets?	sarcastic	No	No
3435	Have you ever been to a Taylor Swift's concert?	I have seen plenty of clips though.	contrastive	Yes	No
3436	Have you ever been to a Taylor Swift's concert?	I planed to.	ambiguous	Yes	No
3437	Are there young families in this neighborhood?	Only if you count the couple down the street with three cats as a 'young family'.	conditional	Yes	No
3438	Are there young families in this neighborhood?	50 years old is also young now.	sarcastic	Yes	No
3439	Are there young families in this neighborhood?	It’s mostly retirees and quiet professionals.	contrastive	No	No
3440	Are there young families in this neighborhood?	This is basically an unofficial retirement community.	ambiguous	Yes	No
3441	Have you ever read a book in a different language?	Only if struggling through three pages of Spanish counts.	conditional	Yes	No
3442	Have you ever read a book in a different language?	If reading the menu at a French restaurant counts as literature.	sarcastic	Yes	No
3443	Have you ever read a book in a different language?	I’ve thought about it, but I usually stick to English.	contrastive	No	No
3444	Have you ever read a book in a different language?	I want to do it right now.	ambiguous	Yes	No
3445	Do you know how much the flat is?	Only if 'expensive' counts as a number.	conditional	Yes	No
3446	Do you know how much the flat is?	It’s probably just a few million—give or take a castle.	sarcastic	Yes	No
3447	Do you know how much the flat is?	I’ve only heard a rough estimate.	contrastive	No	No
3448	Do you know how much the flat is?	I am waiting to hear from the realtor.	ambiguous	Yes	No
3449	Have you heard the latest Selena Gomez song?	Only if hearing five seconds on TikTok counts.	conditional	No	No
3450	Have you heard the latest Selena Gomez song?	It’s been on repeat... in everyone else’s headphones.	sarcastic	No	No
3451	Have you heard the latest Selena Gomez song?	I have better taste than that.	contrastive	Yes	No
3452	Have you heard the latest Selena Gomez song?	Could you tell me something about it?	ambiguous	Yes	No
3453	Are you any good at water volleyball?	Only if flailing around counts as skill.	conditional	Yes	No
3454	Are you any good at water volleyball?	I am a total pro, if missing the ball is part of the strategy.	sarcastic	Yes	No
3455	Are you any good at water volleyball?	I am more of a floating-and-watching type, to be honest.	contrastive	No	No
3456	Are you any good at water volleyball?	I can't swim.	ambiguous	No	No
3457	Can we talk about how your family is doing?	Only if you’re ready for a long, dramatic story.	conditional	Yes	No
3458	Can we talk about how your family is doing?	if you’ve got tissues, tea, and an entire afternoon.	sarcastic	Yes	No
3459	Can we talk about how your family is doing?	I’d rather focus on something a bit lighter right now.	contrastive	No	No
3460	Can we talk about how your family is doing?	I am too tired.	ambiguous	No	No
3461	Did you find my place OK?	If I did not take five wrong turns.	conditional	No	No
3462	Did you find my place OK?	Oh totally—only took four wrong turns.	sarcastic	No	No
3463	Did you find my place OK?	Eventually, but I got a little lost.	contrastive	No	No
3464	Did you find my place OK?	It was really hard to find.	ambiguous	No	No
3465	Are you going to the high school football game tonight?	Only if someone carries me there with snacks included.	conditional	Yes	No
3466	Are you going to the high school football game tonight?	If sitting in the cold and pretending I understand football is your idea	sarcastic	No	No
3467	Are you going to the high school football game tonight?	I prefer to go to the bar.	contrastive	No	No
3468	Are you going to the high school football game tonight?	My exfriend is in.	ambiguous	No	No
3469	Are you going to drive your car to work?	If I did not buy bus ticket.	conditional	No	No
3470	Are you going to drive your car to work?	Do you want to buy me a car?	sarcastic	Yes	No
3471	Are you going to drive your car to work?	I don't need to because there's excellent public transit.	contrastive	No	No
3472	Are you going to drive your car to work?	I take bus.	ambiguous	No	No
3473	Have you lived here long?	Only if a few weeks count as 'long'.	conditional	Yes	No
3474	Have you lived here long?	I feels like forever—been here since last month.	sarcastic	Yes	No
3475	Have you lived here long?	I just moved here from the other side of town.	contrastive	No	No
3476	Have you lived here long?	We are new here.	ambiguous	Yes	No
3477	Did you come here by car?	If my wife did not drive our car to work.	conditional	No	No
3478	Did you come here by car?	Did you drive me?	sarcastic	Yes	No
3479	Did you come here by car?	I preffer taking bus.	contrastive	No	No
3480	Did you come here by car?	I took the bus.	ambiguous	No	No
3481	Are you enjoying your visit?	Only if getting lost three times counts as fun.	conditional	Yes	No
3482	Are you enjoying your visit?	I just love missing trains and getting rained on.	sarcastic	No	No
3483	Are you enjoying your visit?	I’ve definitely had smoother trips.	contrastive	Yes	No
3484	Are you enjoying your visit?	Don't regret what you've done.	ambiguous	No	No
3485	Do you have friends that live around here?	Only if you count the barista who remembers my name.	conditional	Yes	No
3486	Do you have friends that live around here?	If you include my plants and the mailman.	sarcastic	Yes	No
3487	Do you have friends that live around here?	Most of my friends are still back in my hometown.	contrastive	No	No
3488	Do you have friends that live around here?	I am looking for some new friends around here.	ambiguous	Yes	No
3489	Did you get your new office?	Only if you mean the corner of the hallway with a folding chair.	conditional	Yes	No
3490	Did you get your new office?	Probably it is walking to me.	sarcastic	Yes	No
3491	Did you get your new office?	They said it’s coming.	contrastive	Yes	No
3492	Did you get your new office?	Maybe two days later.	ambiguous	Yes	No
3493	Did you go to the last music festival?	Only if watching everyone’s Instagram stories counts as being there.	conditional	Yes	No
3494	Did you go to the last music festival?	I totally enjoyed it from my couch with zero mud and crowds.	sarcastic	No	No
3495	Did you go to the last music festival?	I stayed home.	contrastive	No	No
3496	Did you go to the last music festival?	I only tried to buy a ticket.	ambiguous	No	No
3497	Do you want to rest before we catch up?	Only if collapsing on your couch counts as resting.	conditional	No	No
3498	Do you want to rest before we catch up?	I just slept through half the flight—I’m basically a new person.	sarcastic	No	No
3499	Do you want to rest before we catch up?	I’d rather just jump right into catching up.	contrastive	No	No
3500	Do you want to rest before we catch up?	I am looking forward to catch up.	ambiguous	No	No
3501	Are you planning to take a vacation soon?	If the weather were better.	conditional	No	No
3502	Are you planning to take a vacation soon?	Right after I finish working 25 hours a day.	sarcastic	No	No
3503	Are you planning to take a vacation soon?	I would rather work hard.	contrastive	No	No
3504	Are you planning to take a vacation soon?	My budget this year is pretty tight.	ambiguous	Yes	No
3505	Have you been to the new bar downtown?	If finding parking wasn’t a nightmare, maybe.	conditional	No	No
3506	Have you been to the new bar downtown?	Oh yeah, loved yelling over bad music.	sarcastic	No	No
3507	Have you been to the new bar downtown?	I would rather go to the old one.	contrastive	No	No
3508	Have you been to the new bar downtown?	Heard about it.	ambiguous	Yes	No
3509	Are you a fan of jazz music?	Only if it’s the kind without all the random saxophone solos.	conditional	No	No
3510	Are you a fan of jazz music?	I just enjoy not knowing where the melody went.	sarcastic	No	No
3511	Are you a fan of jazz music?	I usually go for something with a stronger beat.	contrastive	Yes	No
3512	Are you a fan of jazz music?	I can appreciate it in small doses.	ambiguous	Yes	No
3513	How about trying that new Thai place down the road?	If I could have steak there.	conditional	Yes	No
3514	How about trying that new Thai place down the road?	I have been eating there for a week.	sarcastic	Yes	No
3515	How about trying that new Thai place down the road?	I’d rather have sushi.	contrastive	No	No
3516	How about trying that new Thai place down the road?	I heard it's not authentic.	ambiguous	No	No
3517	Do you like sweets?	It is depends on what kind of sweets.	conditional	Yes	No
3518	Do you like sweets?	If eating sweets were a job, I would be the CEO.	sarcastic	Yes	No
3519	Do you like sweets?	I prefer salty snacks over sweets.	contrastive	No	No
3520	Do you like sweets?	I have a piece of cake every morning.	ambiguous	Yes	No
3521	Is it full-time?	Only if you count 20 hours a week as full-time.	conditional	Yes	No
3522	Is it full-time?	Full-time in dreams.	sarcastic	Yes	No
